name,address,city,state,zip_code,latitude,longitude,rating,review_count,categories,price,phone,url
iniWings - This isn't just iniWings!,44029 Osgood Rd,Fremont,CA,94539,37.51132300793624,-121.94093415749286,4.5,8,"Chicken Wings, Halal",N/A,(510) 556-2556,https://www.yelp.com/biz/iniwings-this-isnt-just-iniwings-fremont-6?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Super Tamales,5301 Mowry Ave,Fremont,CA,94538,37.53335,-122.00133,5.0,3,"Mexican, Food Trucks",N/A,(408) 477-4072,https://www.yelp.com/biz/super-tamales-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Taqueria Extra Truck #2,4050 Alder Ave,Fremont,CA,94536,37.56208379413674,-122.0160488748821,4.8,4,"Mexican, Food Trucks",N/A,(510) 320-4126,https://www.yelp.com/biz/taqueria-extra-truck-2-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Hanson's Pastry,35201 Newark Blvd,Newark,CA,94560,37.547846,-122.047286,4.5,22,Dim Sum,N/A,(510) 894-3727,https://www.yelp.com/biz/hansons-pastry-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Julie’s Noodle,46164 Warm Springs Blvd,Fremont,CA,94539,37.49385947661408,-121.9298580139354,4.5,87,Noodles,$$,(510) 270-8169,https://www.yelp.com/biz/julie-s-noodle-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Rayo’s Pizza,32681 Mission Blvd,Hayward,CA,94544,37.61033,-122.02558,4.5,209,"Pizza, Burgers, Halal",$$,(510) 431-3302,https://www.yelp.com/biz/rayo-s-pizza-hayward-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Vitality Bowls,39258 Paseo Padre Pkwy,Fremont,CA,94538,37.55331667,-121.97870167,4.5,295,"Acai Bowls, Juice Bars & Smoothies, Salad",$$,(510) 972-8841,https://www.yelp.com/biz/vitality-bowls-fremont-5?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
The Burger Shop,3851 Smith St,Union City,CA,94587,37.59663491384269,-122.0778634,4.5,103,"Burgers, Pop-up Shops",$$,(510) 415-6733,https://www.yelp.com/biz/the-burger-shop-union-city-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Pasha,39941 Mission Blvd,Fremont,CA,94539,37.556738,-121.952521,4.5,23,"Hookah Bars, Mediterranean, Cocktail Bars",N/A,(510) 573-6112,https://www.yelp.com/biz/pasha-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
MITK Kitchen,1655 Whipple Rd,Hayward,CA,94544,37.60662527803212,-122.04916335401263,4.5,40,Taiwanese,N/A,(415) 988-3861,https://www.yelp.com/biz/mitk-kitchen-hayward-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Kiya Sushi,36488 Fremont Blvd,Fremont,CA,94536,37.562769,-122.014571,4.5,472,"Sushi Bars, Japanese",$$,(510) 894-1112,https://www.yelp.com/biz/kiya-sushi-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Himalayan Chef Kitchen,6180 Jarvis Ave,Newark,CA,94560,37.548729,-122.049314,4.5,98,"Asian Fusion, Himalayan/Nepalese, Indian",$$,(510) 358-2165,https://www.yelp.com/biz/himalayan-chef-kitchen-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
M Dumpling,47001 Warm Springs Blvd,Fremont,CA,94539,37.487247,-121.928625,4.5,72,Chinese,$$,(510) 771-9143,https://www.yelp.com/biz/m-dumpling-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Los Jarochos Grill,43601 S Grimmer Boulevard,Fremont,CA,94539,37.5082774,-121.9629971,4.4,27,"Food Trucks, Caterers, Mexican",$,(408) 644-4587,https://www.yelp.com/biz/los-jarochos-grill-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Tamper Room Cafe & Gallery,43737 Boscell Rd,Fremont,CA,94538,37.50032611915454,-121.9738943,4.4,293,"Cafes, Art Galleries",$,(510) 573-0070,https://www.yelp.com/biz/tamper-room-cafe-and-gallery-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Zhangfei Hot Pot,43844 Pacific Commons Blvd,Fremont,CA,94538,37.50155,-121.96969,4.4,600,"Hot Pot, Chinese, Buffets",$$$,(510) 573-2508,https://www.yelp.com/biz/zhangfei-hot-pot-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Guanatos Tacos,44540 S Grimmer Blvd,Fremont,CA,94538,37.5022966663337,-121.952265179417,4.4,67,"Food Trucks, Mexican, Burgers",$$,(510) 938-7613,https://www.yelp.com/biz/guanatos-tacos-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Shihlin Taiwan Street Snacks,46551 Mission Blvd,Fremont,CA,94539,37.4920694,-121.9295516,4.4,72,"Fast Food, Taiwanese, Chicken Shop",$$,(510) 573-3217,https://www.yelp.com/biz/shihlin-taiwan-street-snacks-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Himalayan Chef Events & Catering,6180 Jarvis Ave,Newark,CA,94560,37.548817,-122.049373,4.4,14,"Caterers, Himalayan/Nepalese, Indian",$$,(650) 776-7619,https://www.yelp.com/biz/himalayan-chef-events-and-catering-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Hello Tasty,5515 AutoMall Pkwy,Fremont,CA,94538,37.50568765531869,-121.9724388,4.4,7,"Pizza, Chicken Wings, Indian",N/A,(510) 270-3434,https://www.yelp.com/biz/hello-tasty-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Elite Bakery,4123 Dyer St,Union City,CA,94587,37.589144790511526,-122.07047248521428,4.4,379,"Bakeries, Guamanian",$$,(510) 400-1425,https://www.yelp.com/biz/elite-bakery-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Dosa Biryanizz Chaat Cafe,39447 Fremont Blvd,Fremont,CA,94538,37.543693,-121.982253,4.4,311,Indian,$$,(510) 371-1339,https://www.yelp.com/biz/dosa-biryanizz-chaat-cafe-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Kakuna Sushi,43472 Grimmer Blvd,Fremont,CA,94538,37.510693,-121.962996,4.4,546,"Ramen, Sushi Bars",$$,(510) 252-1289,https://www.yelp.com/biz/kakuna-sushi-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Hinodeya - Newark,5724 Thornton Ave,Newark,CA,94560,37.54014,-122.0274033,4.4,303,Ramen,$$,(669) 455-7030,https://www.yelp.com/biz/hinodeya-newark-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Miss Shang,1828 N Milpitas Blvd,Milpitas,CA,95035,37.456210555263795,-121.91037896810586,4.4,12,"Asian Fusion, Steakhouses",N/A,,https://www.yelp.com/biz/miss-shang-milpitas-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Mission Tasty Hut,135 Anza St,Fremont,CA,94539,37.5306031368652,-121.91986982885636,4.4,53,"Seafood, Burgers, Fast Food",$$,(669) 302-9032,https://www.yelp.com/biz/mission-tasty-hut-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
MJ Sushi,6068 Stevenson Blvd,Fremont,CA,94538,37.51838,-121.98959,4.4,568,"Sushi Bars, Japanese",$$,(510) 573-6093,https://www.yelp.com/biz/mj-sushi-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Joyful Dimsum Bistro,43486 Ellsworth St,Fremont,CA,94539,37.530860549148514,-121.92042918561468,4.4,269,Dim Sum,$$,(510) 270-8130,https://www.yelp.com/biz/joyful-dimsum-bistro-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Rāw Superfood Café - Fremont,3768 D Capitol Ave,Fremont,CA,94538,37.5489,-121.98524,4.4,357,"Cafes, Juice Bars & Smoothies, Acai Bowls",$$,(510) 255-0306,https://www.yelp.com/biz/r%C4%81w-superfood-caf%C3%A9-fremont-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
La Orizabeña,40968 Fremont Blvd,Fremont,CA,94538,37.53372,-121.95957,4.4,49,"Tacos, Food Trucks",N/A,(510) 940-6003,https://www.yelp.com/biz/la-orizabe%C3%B1a-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Tao‘s Fresh,6185 Jarvis Ave,Newark,CA,94560,37.549585,-122.050394,4.4,231,"Asian Fusion, Bubble Tea, Barbeque",$$,(510) 574-0901,https://www.yelp.com/biz/tao-s-fresh-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Habibiz,46560 Fremont Blvd,Fremont,CA,94538,37.48305961153231,-121.9452371132776,4.4,180,"Halal, Chinese, Soup",$$,(415) 910-8073,https://www.yelp.com/biz/habibiz-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Papasan Rolls & Bowls Revolving Sushi,3353 Walnut Ave,Fremont,CA,94538,37.5500607,-121.979443,4.4,880,Japanese,$$,(510) 795-8638,https://www.yelp.com/biz/papasan-rolls-and-bowls-revolving-sushi-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Daily Bagel Cafe,40061 Mission Blvd,Fremont,CA,94539,37.556033348612,-121.95191466687,4.4,514,"Bagels, Breakfast & Brunch",$,(510) 668-1999,https://www.yelp.com/biz/daily-bagel-cafe-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Chong Qing Noodle,39229 Cedar Blvd,Newark,CA,94560,37.52251791109557,-122.0048127,4.4,43,Noodles,$$,(510) 894-3927,https://www.yelp.com/biz/chong-qing-noodle-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Burma Bay Cafe,47966 Warm Springs Blvd,Fremont,CA,94539,37.476679,-121.92123,4.4,197,"Burmese, Asian Fusion, Halal",$$,(510) 983-9868,https://www.yelp.com/biz/burma-bay-cafe-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Sweet Mex,34697 Alvarado Niles Rd,Union City,CA,94587,37.586225709283,-122.019305102636,4.4,254,"Ice Cream & Frozen Yogurt, Tacos",$$,(510) 431-3334,https://www.yelp.com/biz/sweet-mex-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Manila Turo Turo,3900 Lake Arrowhead Ave,Fremont,CA,94555,37.58571,-122.06088,4.4,208,"Filipino, Fast Food, Breakfast & Brunch",$$,(510) 471-4297,https://www.yelp.com/biz/manila-turo-turo-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
575 Miishien Express,46551 Mission Blvd,Fremont,CA,94539,37.492068,-121.929532,4.4,13,"Noodles, Ramen",N/A,(510) 573-0104,https://www.yelp.com/biz/575-miishien-express-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
My Indian Pizza,5176 Mowry Ave,Fremont,CA,94538,37.533649,-121.998146,4.4,43,"Pizza, Indian",$$,(408) 245-0560,https://www.yelp.com/biz/my-indian-pizza-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Billy Roys Burger,3909 Thornton Ave,Fremont,CA,94536,37.56187038859464,-122.0112302,4.4,1165,"Burgers, Salad, Sandwiches",$$,,https://www.yelp.com/biz/billy-roys-burger-fremont-4?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Cabrillo Park Café,4949 Stevenson Blvd,Fremont,CA,94538,37.529682,-121.982973,4.4,597,"Breakfast & Brunch, American, Mexican",$$,(510) 226-7777,https://www.yelp.com/biz/cabrillo-park-caf%C3%A9-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
GAO's Kabob & Crab,1741 N Milpitas Blvd,Milpitas,CA,95035,37.455456,-121.911789,4.4,655,"Seafood, Kebab, Beer Bar",$$$,(408) 708-7906,https://www.yelp.com/biz/gaos-kabob-and-crab-milpitas-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Phin Cafe,34460 Fremont Blvd,Fremont,CA,94555,37.575053,-122.038712,4.4,445,"Coffee & Tea, Bubble Tea, Vietnamese",$,(510) 571-7403,https://www.yelp.com/biz/phin-cafe-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Keeku da Dhaba,3400 Mowry Ave,Fremont,CA,94538,37.551938,-121.985058,4.4,258,"Indian, Food Trucks, Kebab",$$,(510) 789-3437,https://www.yelp.com/biz/keeku-da-dhaba-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Tamales Etzaltan,42566 Charleston Way,Fremont,CA,94538,37.5226173400879,-121.953895568848,4.4,25,Tacos,N/A,(510) 516-2132,https://www.yelp.com/biz/tamales-etzaltan-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Wah Jee Wah,32681 Mission Blvd,Hayward,CA,94545,37.61033,-122.02558,4.4,189,"Barbeque, Indian",$$,(510) 742-1690,https://www.yelp.com/biz/wah-jee-wah-hayward?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Amy's Donuts,1818 Whipple Rd,Union City,CA,94587,37.60573509755146,-122.0521332,4.4,245,"Donuts, Coffee & Tea, Sandwiches",$,(510) 489-0584,https://www.yelp.com/biz/amys-donuts-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
SOHO Modern Japanese,40520 Albrae St,Fremont,CA,94538,37.519956037941306,-121.98769513555708,4.4,627,Japanese,$$$$,(510) 949-3654,https://www.yelp.com/biz/soho-modern-japanese-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Ox 9 Lanzhou Hand Pulled Noodles,36456 Fremont Blvd,Fremont,CA,94536,37.562565,-122.014905,4.4,238,"Chinese, Noodles",$$,(510) 894-2655,https://www.yelp.com/biz/ox-9-lanzhou-hand-pulled-noodles-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Anantara,43852 Pacific Commons Blvd,Fremont,CA,94538,37.5014,-121.96957,4.4,104,Indian,N/A,(408) 656-4991,https://www.yelp.com/biz/anantara-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
DOSA EXPRESS,3625 Thornton Ave,FREMONT,CA,94536,37.563137,-122.0101418,4.4,152,"Indian, Vegetarian",$$,(510) 275-5676,https://www.yelp.com/biz/dosa-express-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Qamaria Yemeni Coffee,4193 Cushing Pkwy,Fremont,CA,94538,37.49086,-121.95035,4.4,409,"Coffee & Tea, Desserts, Cafes",$$,(510) 573-6027,https://www.yelp.com/biz/qamaria-yemeni-coffee-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Sliver Pizzeria - Fremont,3658 Capitol Ave,Fremont,CA,94538,37.54988371581078,-121.9846722915704,4.4,292,"Pizza, Desserts, Cocktail Bars",$$,(510) 598-4246,https://www.yelp.com/biz/sliver-pizzeria-fremont-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
iniBurger,44029 Osgood Rd,Fremont,CA,94539,37.511319,-121.940867,4.3,561,"Burgers, Chicken Wings, Halal",$$,(510) 556-2555,https://www.yelp.com/biz/iniburger-fremont-7?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
O'Sullivan's Sports Pub,5660 Thornton Ave,Newark,CA,94560,37.540687,-122.0261957,4.3,678,"Sports Bars, Breakfast & Brunch, Burgers",$$,(510) 894-4724,https://www.yelp.com/biz/o-sullivans-sports-pub-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Forest & Flour,43587 Mission Blvd,Fremont,CA,94539,37.5285645,-121.9191227,4.3,127,"Bakeries, Gluten-Free, Specialty Food",$$,(510) 573-1736,https://www.yelp.com/biz/forest-and-flour-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Dish N Dash - Fremont,43514 Christy St,Fremont,CA,94538,37.5048876,-121.9701053,4.3,1019,"Middle Eastern, Juice Bars & Smoothies",$$,(510) 249-9220,https://www.yelp.com/biz/dish-n-dash-fremont-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
All Star Burgers,6950 Thornton Ave,Newark,CA,94560,37.53041,-122.03619,4.3,387,"Burgers, Ice Cream & Frozen Yogurt, New American",$$,(510) 793-3700,https://www.yelp.com/biz/all-star-burgers-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Tandoori Pizza,31871 Alvarado Blvd,Union City,CA,94587,37.58972,-122.07142,4.3,121,"Pizza, Asian Fusion",N/A,(510) 324-3700,https://www.yelp.com/biz/tandoori-pizza-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Ichika,1728 N Milpitas Blvd,Milpitas,CA,95035,37.45551106786387,-121.9099824730293,4.3,231,"Sushi Bars, Japanese, Seafood",$$$$,(669) 226-5215,https://www.yelp.com/biz/ichika-milpitas?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Bosco's Roadhouse,11922 Main St,Sunol,CA,94586,37.59383358623912,-121.8878953,4.3,77,"American, Seafood, Cocktail Bars",$$,(925) 862-0821,https://www.yelp.com/biz/boscos-roadhouse-sunol-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Special Noodle,6180 Jarvis Ave,Newark,CA,94560,37.54875,-122.04933,4.3,936,"Chinese, Noodles",$$,(510) 894-1243,https://www.yelp.com/biz/special-noodle-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Fiesta Mexicana Taco Truck,37531 Dusterberry Way,Fremont,CA,94536,37.5528576,-122.0089322,4.3,75,"Mexican, Food Trucks",$,(510) 586-9366,https://www.yelp.com/biz/fiesta-mexicana-taco-truck-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Niles Donuts,38003 Mission Blvd,Fremont,CA,94536,37.5760603806504,-121.971791283696,4.3,100,"Donuts, Coffee & Tea, Breakfast & Brunch",$,(510) 795-6463,https://www.yelp.com/biz/niles-donuts-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
West Coast Sourdough,5589 Auto Mall Pkwy,Fremont,CA,94538,37.50420466799403,-121.97585918877446,4.3,25,"Salad, Soup, Sandwiches",N/A,(510) 573-2573,https://www.yelp.com/biz/west-coast-sourdough-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
