name,address,city,state,zip_code,latitude,longitude,rating,review_count,categories,price,phone,url
Tacos La Chaparrita,2428 Whipple Rd,Hayward,CA,94544,37.605917,-122.061277,4.3,97,"Street Vendors, Mexican, Food Stands",$,(510) 695-5686,https://www.yelp.com/biz/tacos-la-chaparrita-hayward?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Tacos Negris,37726 Niles Blvd,Fremont,CA,94536,37.57656732657889,-121.97623947487548,4.3,286,"Mexican, Food Trucks",$,,https://www.yelp.com/biz/tacos-negris-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
R HaanThai,46535 Mission Blvd,Fremont,CA,94539,37.4923838,-121.92878576586985,4.3,315,Thai,$$,(510) 573-3667,https://www.yelp.com/biz/r-haanthai-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Doli's Pupuseria & Taqueria,4190 Mowry Ave,Fremont,CA,94538,37.54552,-121.99028,4.3,32,"Food Trucks, Mexican, Caterers",$$,(510) 825-8559,https://www.yelp.com/biz/dolis-pupuseria-and-taqueria-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Solkadhi,39158 Paseo Padre Pkwy,Fremont,CA,94538,37.554118,-121.979668,4.3,103,Indian,N/A,(510) 246-8880,https://www.yelp.com/biz/solkadhi-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Simmer Huang,2016 Newpark Mall Rd,Newark,CA,94560,37.526271,-122.00216,4.3,68,"Chinese, Noodles, Hot Pot",N/A,(510) 505-0888,https://www.yelp.com/biz/simmer-huang-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Amazing Basil,46831 Warm Springs Blvd,Fremont,CA,94539,37.488385,-121.929474,4.3,845,"Asian Fusion, Thai, Vietnamese",$$,(510) 573-3598,https://www.yelp.com/biz/amazing-basil-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Mumbai Chowk Fremont,44800 S Grimmer Blvd,Fremont,CA,94538,37.503039,-121.947863,4.3,98,"Indian, Seafood",$$,(510) 709-8426,https://www.yelp.com/biz/mumbai-chowk-fremont-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Chicken Meets Rice,46551 Mission Blvd,Fremont,CA,94539,37.49206514366742,-121.9295516,4.3,187,"Chicken Shop, Chinese, Asian Fusion",$$,(510) 556-0280,https://www.yelp.com/biz/chicken-meets-rice-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Din Ding Dumpling,3768 Capitol Ave,Fremont,CA,94538,37.5489,-121.98524,4.3,230,"Dim Sum, Noodles, Shanghainese",$$,(510) 797-8122,https://www.yelp.com/biz/din-ding-dumpling-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Maya Halal Taqueria,32136 Alvarado Blvd,Union City,CA,94587,37.589832,-122.067748,4.3,86,"Mexican, Halal",N/A,(510) 589-4499,https://www.yelp.com/biz/maya-halal-taqueria-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Mylapore - Fremont,39024 Paseo Padre Pkwy,Fremont,CA,94538,37.554564,-121.980672,4.3,133,Indian,$$,(510) 771-9830,https://www.yelp.com/biz/mylapore-fremont-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Bombay Pizza House,4922 Paseo Padre Pkwy,Fremont,CA,94555,37.5672739703512,-122.05232250744,4.3,1138,"Pizza, Chicken Wings, Beer Bar",$$,(510) 796-7700,https://www.yelp.com/biz/bombay-pizza-house-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Eat Up,46551 Mission Blvd,Fremont,CA,94539,37.492086937172786,-121.9295536139372,4.3,10,Food Court,N/A,(510) 390-7799,https://www.yelp.com/biz/eat-up-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
K Kitchen and Fish Day,33592 Alvarado Niles Rd,Union City,CA,94587,37.5915496955143,-122.0354206,4.3,411,"Korean, Fish & Chips, Japanese",$$,(510) 429-1252,https://www.yelp.com/biz/k-kitchen-and-fish-day-union-city-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
EE Home Cooking,43689 Mission Blvd,Fremont,CA,94539,37.52637,-121.91849,4.3,149,Chinese,$$,(510) 440-8822,https://www.yelp.com/biz/ee-home-cooking-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Taverna Vesuvio Pizzeria & Ristorante,39965 Mission Blvd,Fremont,CA,94539,37.556463,-121.952644,4.3,156,"Pizza, Italian",$$,(510) 573-4383,https://www.yelp.com/biz/taverna-vesuvio-pizzeria-and-ristorante-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Cal Eats Fresh Mexican Grill,39700 Cedar Blvd,Newark,CA,94560,37.5215182773169,-121.996715068817,4.3,653,Mexican,$,(510) 573-0753,https://www.yelp.com/biz/cal-eats-fresh-mexican-grill-newark-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Curry Pizza House Fremont Mission,46703 Mission Blvd,Fremont,CA,94539,37.491440430400374,-121.92988811388804,4.3,161,"Pizza, Chicken Wings, Indian",$$,(510) 405-3100,https://www.yelp.com/biz/curry-pizza-house-fremont-6?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Ten Seconds Rice Noodle,34460 Fremont Blvd,Fremont,CA,94555,37.5751137,-122.038831,4.3,37,Noodles,$$,(510) 598-4099,https://www.yelp.com/biz/ten-seconds-rice-noodle-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Yoshi Food Truck,45500 Fremont Blvd,Fremont,CA,94538,37.493527,-121.9402005,4.3,37,"Food Trucks, Poke, Japanese",N/A,(669) 377-6666,https://www.yelp.com/biz/yoshi-food-truck-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Johnny's Pub,5800 Jarvis Ave,Newark,CA,94560,37.55132093866047,-122.04798683711672,4.3,49,"Dive Bars, Pubs, Breakfast & Brunch",$,(510) 794-1672,https://www.yelp.com/biz/johnnys-pub-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Blendid,44009 Osgood Rd,Fremont,CA,94539,37.511358906184284,-121.9432225,4.3,19,"Juice Bars & Smoothies, Vegan, Gluten-Free",$,(415) 578-5153,https://www.yelp.com/biz/blendid-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Taqueria Extra Truck,47700 Warm Springs Blvd,Fremont,CA,94539,37.4774,-121.92192,4.3,35,"Mexican, Food Trucks",N/A,(510) 605-1106,https://www.yelp.com/biz/taqueria-extra-truck-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Lucky Soul Diner,50 Dixon Rd,Milpitas,CA,95035,37.457121,-121.910276,4.3,219,"Korean, Asian Fusion",$$,(408) 649-3388,https://www.yelp.com/biz/lucky-soul-diner-milpitas-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Amami Sushi Fremont,46228 Warm Springs Blvd,Fremont,CA,94539,37.493073,-121.929651,4.3,402,Sushi Bars,N/A,(510) 573-3831,https://www.yelp.com/biz/amami-sushi-fremont-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Ushiya Grill,1792 N Milpitas Blvd,Milpitas,CA,95035,37.455856,-121.910625,4.2,142,"Japanese, Do-It-Yourself Food",$$$,(669) 260-2988,https://www.yelp.com/biz/ushiya-grill-milpitas?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Taco Bar,7675 Thornton Ave,Newark,CA,94560,37.5289388000965,-122.041691690683,5.0,2,Mexican,$,(510) 709-8005,https://www.yelp.com/biz/taco-bar-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Nacho Mami,5588 Cushing Pkwy,Fremont,CA,94538,37.49402403663199,-121.9727538,5.0,2,"Food Trucks, Desserts, Breakfast & Brunch",N/A,,https://www.yelp.com/biz/nacho-mami-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Los Primos Tacos,,Fremont,CA,94536,37.5529857245817,-122.008371417093,5.0,2,"Food Trucks, Tacos",N/A,(510) 203-4530,https://www.yelp.com/biz/los-primos-tacos-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Biriyani House,41039 Fremont Blvd,Fremont,CA,94538,37.53226,-121.960286,5.0,2,Indian,N/A,(510) 709-6003,https://www.yelp.com/biz/biriyani-house-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Kyain Kyain,3649 Thornton Ave,Fremont,CA,94536,37.5627098,-122.0103073,4.2,457,Burmese,$$,(510) 574-1819,https://www.yelp.com/biz/kyain-kyain-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
The Ultimate Deli Cafe and Catering,39706 Cedar Blvd,Newark,CA,94560,37.52145,-121.99654,4.2,567,"Sandwiches, Halal, Breakfast & Brunch",$$,(510) 252-1649,https://www.yelp.com/biz/the-ultimate-deli-cafe-and-catering-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
The Everest Momo,39233 Fremont Blvd,Fremont,CA,94538,37.54643,-121.98512,4.2,118,"Food Trucks, Indian, Himalayan/Nepalese",$,(408) 840-6369,https://www.yelp.com/biz/the-everest-momo-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Curry Pizza House,1806 Milmont Dr,Milpitas,CA,95035,37.4551362,-121.91584605398464,4.2,346,"Pizza, Salad, Chicken Wings",$$,(408) 831-3580,https://www.yelp.com/biz/curry-pizza-house-milpitas-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Krispy Krunchy Chicken,4004 Mowry Ave,Fremont,CA,94538,37.547910944315625,-121.9882101,4.2,99,"Chicken Wings, Seafood, Fast Food",N/A,(510) 794-7772,https://www.yelp.com/biz/krispy-krunchy-chicken-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Carmelita's Taqueria,34704 Alvarado Niles Rd,Union City,CA,94587,37.58653,-122.01806,4.2,310,Mexican,$$,(510) 429-1735,https://www.yelp.com/biz/carmelitas-taqueria-union-city-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Sushi Ken,39156 Paseo Padre Pkwy,Fremont,CA,94538,37.553992,-121.97975,4.2,368,"Sushi Bars, Japanese, Vegan",$$,(510) 894-1698,https://www.yelp.com/biz/sushi-ken-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Sizzling Lunch,40522 Albrae St,Fremont,CA,94538,37.519873,-121.987704,4.2,591,"Teppanyaki, Japanese Curry",$$,(510) 573-6122,https://www.yelp.com/biz/sizzling-lunch-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Osaka Marketplace,46881 Warm Springs Blvd,Fremont,CA,94539,37.488145095788056,-121.93046677878164,4.2,347,"Japanese, International Grocery",$$,(510) 399-4832,https://www.yelp.com/biz/osaka-marketplace-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Tandoori Pizza,35760 Fremont Blvd,Fremont,CA,94536,37.56769710208584,-122.0237906331294,4.2,311,"Pizza, Asian Fusion",$$,(510) 494-5555,https://www.yelp.com/biz/tandoori-pizza-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
The Une Union City,3902 Smith St,Union City,CA,94587,37.596400609289006,-122.07915376871824,4.2,55,Sandwiches,N/A,(510) 931-9334,https://www.yelp.com/biz/the-une-union-city-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Cafe Mei,43761 Boscell Rd,Fremont,CA,94538,37.499997,-121.973649,4.2,216,"Breakfast & Brunch, Sandwiches, Taiwanese",$$,(510) 573-2496,https://www.yelp.com/biz/cafe-mei-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
New York Pizza & Kabob,32106 Alvarado Blvd,Union City,CA,94587,37.590293,-122.068482,4.2,205,"Pizza, Kebab, Halal",$$,(510) 477-8888,https://www.yelp.com/biz/new-york-pizza-and-kabob-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Taquizas Edgar,33503 Mission Blvd,Union City,CA,94587,37.60393249999997,-122.01833747055854,4.2,26,"Food Trucks, Mexican",$,(650) 771-0065,https://www.yelp.com/biz/taquizas-edgar-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Idly Express - Fremont,39144 Paseo Padre Pkwy,Fremont,CA,94538,37.554362,-121.980271,4.2,206,"Vegetarian, Indian",N/A,(510) 902-5130,https://www.yelp.com/biz/idly-express-fremont-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Dino's Grill,5855 Jarvis Ave,Newark,CA,94560,37.551822,-122.048607,4.2,433,"Greek, Italian, Sandwiches",$$,(510) 494-1203,https://www.yelp.com/biz/dinos-grill-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Ramen ARASHI,46577 Mission Blvd,Fremont,CA,94539,37.491982,-121.930191256106,4.2,127,Ramen,$$,(510) 573-0392,https://www.yelp.com/biz/ramen-arashi-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Yin Ji Chang Fen,1832 N Milpitas Blvd,Milpitas,CA,95035,37.45631275712395,-121.91040068050413,4.2,464,"Dim Sum, Cantonese, Noodles",$$,(408) 618-8516,https://www.yelp.com/biz/yin-ji-chang-fen-milpitas?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Juanita's Polynesian Delights,36601 Newark Blvd,Newark,CA,94560,37.539397,-122.033851,4.2,73,Polynesian,$$,(510) 358-2802,https://www.yelp.com/biz/juanitas-polynesian-delights-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Federicos Grill,37804 Niles Blvd,Fremont,CA,94536,37.57638,-121.97565,4.2,329,"Wine Bars, Italian, American",$$$,(510) 320-5354,https://www.yelp.com/biz/federicos-grill-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Renegade By Devout Coffee,37324 Fremont Blvd,Fremont,CA,94536,37.5584073,-122.0068662,4.2,322,"Coffee & Tea, Breakfast & Brunch, Pizza",$$,,https://www.yelp.com/biz/renegade-by-devout-coffee-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Pho Mama,39030 Paseo Padre Pkwy,Fremont,CA,94538,37.55445058918604,-121.98059136461885,4.2,136,Vietnamese,$$,(510) 648-2232,https://www.yelp.com/biz/pho-mama-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Mr. Kebab,1760 Decoto Rd,Union City,CA,94587,37.5882,-122.01889,4.2,1129,"Turkish, Middle Eastern, Halal",$$,(510) 324-3035,https://www.yelp.com/biz/mr-kebab-union-city-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Tramy’s Restaurant,5729 Jarvis Ave,Newark,CA,94560,37.55335,-122.04844,4.2,114,"Vietnamese, Noodles, Soup",$$,(510) 552-2233,https://www.yelp.com/biz/tramy-s-restaurant-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Jack's Restaurant & Bar,1029 Newpark Mall Rd,Newark,CA,94560,37.526131362840935,-122.0021868678528,4.2,1530,"Breakfast & Brunch, American, Bars",$$,(510) 789-0027,https://www.yelp.com/biz/jacks-restaurant-and-bar-newark-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
LiZhou Restaurant,1771 Decoto Rd,Union City,CA,94587,37.58955,-122.0228,4.2,44,"Halal, Chinese",N/A,(510) 431-3211,https://www.yelp.com/biz/lizhou-restaurant-union-city?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Mingala Restaurant,39055 Cedar Blvd,Newark,CA,94560,37.52349247577472,-122.00762857509028,4.2,194,"Burmese, Malaysian",$$,(510) 565-1339,https://www.yelp.com/biz/mingala-restaurant-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
786 Kabob House,39941 Balentine Dr,Newark,CA,94560,37.52120872471315,-121.99140016291348,4.2,15,"Afghan, Halal",N/A,(510) 771-9579,https://www.yelp.com/biz/786-kabob-house-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
MoMo CooK,40967 Fremont Blvd,Fremont,CA,94538,37.53311,-121.96007,4.2,281,"Chinese, Indian, Food Trucks",$,(510) 943-9872,https://www.yelp.com/biz/momo-cook-fremont-3?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
The Yakitori Bar,46260 Warm Springs Blvd,Fremont,CA,94539,37.4925855592466,-121.92969270613511,4.2,474,"Japanese, Hot Pot, Tapas/Small Plates",$$,(510) 573-6683,https://www.yelp.com/biz/the-yakitori-bar-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Los Carnalitos Restaurant,30200 Industrial Pkwy SW,Hayward,CA,94544,37.6087644131806,-122.064557187259,4.2,662,Mexican,$$,(510) 324-8125,https://www.yelp.com/biz/los-carnalitos-restaurant-hayward?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Milk & Honey Cafe,34265 Fremont Blvd,Fremont,CA,94555,37.57537,-122.04262,4.2,1216,"Chinese, Taiwanese, Asian Fusion",$$,(510) 598-4108,https://www.yelp.com/biz/milk-and-honey-cafe-fremont-2?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Din Ding Dumpling House,1779 Decoto Rd,Union City,CA,94587,37.5906670735238,-122.022853333333,4.2,1527,"Dim Sum, Noodles, Shanghainese",$$,(510) 675-9958,https://www.yelp.com/biz/din-ding-dumpling-house-union-city-7?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Skillet'z Cafe,37378 Niles Blvd,Fremont,CA,94536,37.5773388719534,-121.9802899384161,4.2,1993,"Breakfast & Brunch, Waffles, American",$$,(510) 793-8161,https://www.yelp.com/biz/skilletz-cafe-fremont?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Kakushi Izakaya,39261 Cedar Blvd,Newark,CA,94560,37.52222,-122.00408,4.2,132,"Sushi Bars, Izakaya",$$,(650) 898-7989,https://www.yelp.com/biz/kakushi-izakaya-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
Vinh Khang Tofu,141 Dixon Rd,Milpitas,CA,95035,37.45847,-121.9096,4.2,122,Vietnamese,$,,https://www.yelp.com/biz/vinh-khang-tofu-milpitas?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
El Hornito Pan Pizza,7084 Jarvis Ave,Newark,CA,94560,37.54179,-122.05533,4.2,97,"Pizza, Mexican",$$,(510) 791-3145,https://www.yelp.com/biz/el-hornito-pan-pizza-newark?adjust_creative=GepJ5zIUri1AD57Nr1jJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GepJ5zIUri1AD57Nr1jJuQ
